"","...1","nest","site","species","lat","lon","prot","estHD","cov_1m","cov_5m","i","j","k","camera","final_fate","cam_fate","fate_date","year","season_day","status","last_obs","same_ID","obs_int","init_date","final_obs","nest_age","lost"
"435","204",30926,"RUTW","LETE","29.76377","-93.14211","none",NA,0,0,51,51,55,TRUE,0,2,51,"2021",55,"0",TRUE,0,4,NA,"F",NA,FALSE
"436","205",30927,"RUTW","LETE","29.76397","-93.14275","none",70,0,0,51,51,55,TRUE,0,2,51,"2021",51,"1",FALSE,1,0,51,NA,0,FALSE
"437","205",30927,"RUTW","LETE","29.76397","-93.14275","none",70,0,0,51,51,55,TRUE,0,2,51,"2021",55,"0",TRUE,0,4,51,"0E",0,FALSE
"438","207",30929,"RUTW","LETE","29.76559","-93.14996","none",NA,0,0,51,51,55,TRUE,0,2,52,"2021",51,"1",FALSE,1,0,NA,NA,NA,FALSE
"439","207",30929,"RUTW","LETE","29.76559","-93.14996","none",NA,0,0,51,51,55,TRUE,0,2,52,"2021",55,"0",TRUE,0,4,NA,"F",NA,FALSE
"440","209",30931,"RUTW","LETE","29.76843","-93.16348","none",70,0,0,51,51,55,TRUE,5,NA,NA,"2021",51,"1",FALSE,1,0,51,NA,NA,FALSE
"441","209",30931,"RUTW","LETE","29.76843","-93.16348","none",70,0,0,51,51,55,TRUE,5,NA,NA,"2021",55,"0",TRUE,0,4,51,"0E",NA,FALSE
"442","210",30932,"RUTW","LETE","29.76975","-93.17126","none",NA,0,0,51,51,58,TRUE,8,NA,NA,"2021",51,"1",FALSE,1,0,NA,NA,NA,FALSE
"443","210",30932,"RUTW","LETE","29.76975","-93.17126","none",NA,0,0,51,51,58,TRUE,8,NA,NA,"2021",55,"unknown",FALSE,0,4,NA,NA,NA,TRUE
"444","210",30932,"RUTW","LETE","29.76975","-93.17126","none",NA,0,0,51,51,58,TRUE,8,NA,NA,"2021",58,"0",TRUE,0,3,NA,"0E",NA,FALSE
"445","211",30933,"RUTW","CONI","29.76475","-93.14895","none",62,50,50,51,66,66,TRUE,1,7,64,"2021",51,"1",FALSE,1,0,46,NA,18,FALSE
"446","211",30933,"RUTW","CONI","29.76475","-93.14895","none",62,50,50,51,66,66,TRUE,1,7,64,"2021",55,"1",FALSE,0,4,46,NA,18,FALSE
"447","211",30933,"RUTW","CONI","29.76475","-93.14895","none",62,50,50,51,66,66,TRUE,1,7,64,"2021",58,"1",FALSE,0,3,46,NA,18,FALSE
"448","211",30933,"RUTW","CONI","29.76475","-93.14895","none",62,50,50,51,66,66,TRUE,1,7,64,"2021",62,"1",FALSE,0,4,46,NA,18,FALSE
"449","211",30933,"RUTW","CONI","29.76475","-93.14895","none",62,50,50,51,66,66,TRUE,1,7,64,"2021",66,"1",TRUE,0,4,46,"2C",18,FALSE
"450","212",30934,"RUTW","CONI","29.76691","-93.15840","none",78,60,40,58,NA,62,TRUE,4,7,59,"2021",58,"1",FALSE,1,0,62,NA,-3,FALSE
"451","212",30934,"RUTW","CONI","29.76691","-93.15840","none",78,60,40,58,NA,62,TRUE,4,7,59,"2021",62,"0",TRUE,0,4,62,"1E",-3,FALSE
"452","213",30935,"RUTW","CONI","29.76829","-93.16422","none",73,70,60,NA,NA,NA,TRUE,1,1,NA,"2021",58,"1",NA,1,0,57,NA,NA,FALSE
"453","213",30935,"RUTW","CONI","29.76829","-93.16422","none",73,70,60,NA,NA,NA,TRUE,1,1,NA,"2021",62,"1",NA,0,4,57,NA,NA,FALSE
"454","213",30935,"RUTW","CONI","29.76829","-93.16422","none",73,70,60,NA,NA,NA,TRUE,1,1,NA,"2021",66,"0",NA,0,4,57,NA,NA,TRUE
"455","213",30935,"RUTW","CONI","29.76829","-93.16422","none",73,70,60,NA,NA,NA,TRUE,1,1,NA,"2021",71,"1",NA,0,5,57,NA,NA,FALSE
"456","213",30935,"RUTW","CONI","29.76829","-93.16422","none",73,70,60,NA,NA,NA,TRUE,1,1,NA,"2021",87,"1",NA,0,16,57,NA,NA,FALSE
"457","213",30935,"RUTW","CONI","29.76829","-93.16422","none",73,70,60,NA,NA,NA,TRUE,1,1,NA,"2021",96,"0",NA,0,9,57,NA,NA,TRUE
"458","214",30938,"RUTE","LETE","29.75647","-93.10923",NA,62,0,0,58,58,62,TRUE,8,7,NA,"2021",58,"1",FALSE,3,0,43,NA,NA,FALSE
"459","214",30938,"RUTE","LETE","29.75647","-93.10923",NA,62,0,0,58,58,62,TRUE,8,7,NA,"2021",62,"0",TRUE,0,4,43,"0E",NA,FALSE
"460","216",30941,"RUTE","LETE","29.75785","-93.11749","fenced",NA,0,5,58,66,66,FALSE,1,NA,66,"2021",58,"1",FALSE,1,0,47,NA,19,FALSE
"461","216",30941,"RUTE","LETE","29.75785","-93.11749","fenced",NA,0,5,58,66,66,FALSE,1,NA,66,"2021",62,"1",FALSE,0,4,47,NA,19,FALSE
"462","216",30941,"RUTE","LETE","29.75785","-93.11749","fenced",NA,0,5,58,66,66,FALSE,1,NA,66,"2021",66,"1",TRUE,0,4,47,"1C",19,FALSE
"463","217",30944,"RUTW","CONI","29.76039","-93.12978","none",NA,40,40,62,66,66,TRUE,1,1,66,"2021",62,"1",FALSE,3,0,50,NA,16,FALSE
"464","217",30944,"RUTW","CONI","29.76039","-93.12978","none",NA,40,40,62,66,66,TRUE,1,1,66,"2021",66,"1",TRUE,0,4,50,"1E",16,FALSE
"465","218",30945,"RUTW","CONI","29.76373","-93.14383",NA,NA,30,30,62,62,66,TRUE,7,NA,NA,"2021",62,"1",FALSE,1,0,NA,NA,NA,FALSE
"466","218",30945,"RUTW","CONI","29.76373","-93.14383",NA,NA,30,30,62,62,66,TRUE,7,NA,NA,"2021",66,"0",TRUE,0,4,NA,"0E",NA,FALSE
"467","219",30946,"RUTW","LETE","29.76572","-93.15311",NA,NA,20,20,62,NA,NA,TRUE,7,7,NA,"2021",62,"1",NA,1,0,NA,NA,NA,FALSE
"468","219",30946,"RUTW","LETE","29.76572","-93.15311",NA,NA,20,20,62,NA,NA,TRUE,7,7,NA,"2021",66,"0",NA,0,4,NA,NA,NA,TRUE
"469","219",30946,"RUTW","LETE","29.76572","-93.15311",NA,NA,20,20,62,NA,NA,TRUE,7,7,NA,"2021",71,"1",NA,0,5,NA,NA,NA,FALSE
"470","219",30946,"RUTW","LETE","29.76572","-93.15311",NA,NA,20,20,62,NA,NA,TRUE,7,7,NA,"2021",87,"0",NA,0,16,NA,NA,NA,FALSE
"471","220",30948,"RUTW","CONI","29.76148","-93.13288",NA,NA,5,5,62,62,66,NA,0,NA,NA,"2021",62,"1",FALSE,2,0,NA,NA,NA,FALSE
"472","220",30948,"RUTW","CONI","29.76148","-93.13288",NA,NA,5,5,62,62,66,NA,0,NA,NA,"2021",66,"0",TRUE,0,4,NA,"0E",NA,FALSE
"473","221",30949,"RUTE","CONI","29.75908","-93.11957","fenced",NA,90,80,62,66,66,TRUE,1,1,66,"2021",62,"1",FALSE,1,0,50,NA,16,FALSE
"474","221",30949,"RUTE","CONI","29.75908","-93.11957","fenced",NA,90,80,62,66,66,TRUE,1,1,66,"2021",66,"1",TRUE,0,4,50,"1C",16,FALSE
"475","222",30950,"RUTE","LETE","29.75738","-93.11414",NA,NA,0,0,62,66,69,TRUE,7,2,54,"2021",62,"1",FALSE,1,0,NA,NA,NA,FALSE
"476","222",30950,"RUTE","LETE","29.75738","-93.11414",NA,NA,0,0,62,66,69,TRUE,7,2,54,"2021",66,"1",FALSE,0,4,NA,NA,NA,FALSE
"477","222",30950,"RUTE","LETE","29.75738","-93.11414",NA,NA,0,0,62,66,69,TRUE,7,2,54,"2021",69,"0",TRUE,0,3,NA,"0E",NA,FALSE
"478","223",30951,"RUTE","LETE","29.75650","-93.10919",NA,67,0,0,62,69,69,TRUE,1,1,69,"2021",62,"1",FALSE,1,0,48,NA,21,FALSE
"479","223",30951,"RUTE","LETE","29.75650","-93.10919",NA,67,0,0,62,69,69,TRUE,1,1,69,"2021",66,"1",FALSE,0,4,48,NA,21,FALSE
"480","223",30951,"RUTE","LETE","29.75650","-93.10919",NA,67,0,0,62,69,69,TRUE,1,1,69,"2021",69,"1",TRUE,0,3,48,"1E",21,FALSE
"481","226",30955,"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",66,"1",NA,1,0,NA,NA,NA,FALSE
"482","226",30955,"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",69,"1",NA,0,3,NA,NA,NA,FALSE
"483","226",30955,"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",74,"1",NA,0,5,NA,NA,NA,FALSE
"484","226",30955,"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",78,"0",NA,0,4,NA,NA,NA,FALSE
"485","226",30955,"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",83,"0",NA,0,5,NA,NA,NA,FALSE
"486","227",30956,"RUTW","CONI","29.76652","-93.15691",NA,NA,60,60,66,71,71,TRUE,1,1,71,"2021",66,"1",FALSE,1,0,55,NA,16,FALSE
"487","227",30956,"RUTW","CONI","29.76652","-93.15691",NA,NA,60,60,66,71,71,TRUE,1,1,71,"2021",69,"1",FALSE,0,3,55,NA,16,FALSE
"488","227",30956,"RUTW","CONI","29.76652","-93.15691",NA,NA,60,60,66,71,71,TRUE,1,1,71,"2021",71,"1",TRUE,0,2,55,"1E",16,FALSE
"489","228",30957,"RUTW","LETE","29.76789","-93.16046",NA,NA,0,0,NA,NA,NA,FALSE,8,NA,NA,"2021",66,"1",NA,1,0,NA,NA,NA,FALSE
"490","228",30957,"RUTW","LETE","29.76789","-93.16046",NA,NA,0,0,NA,NA,NA,FALSE,8,NA,NA,"2021",69,"0",NA,0,3,NA,NA,NA,TRUE
"491","228",30957,"RUTW","LETE","29.76789","-93.16046",NA,NA,0,0,NA,NA,NA,FALSE,8,NA,NA,"2021",71,"1",NA,0,2,NA,NA,NA,FALSE
"492","228",30957,"RUTW","LETE","29.76789","-93.16046",NA,NA,0,0,NA,NA,NA,FALSE,8,NA,NA,"2021",74,"0",NA,0,3,NA,NA,NA,FALSE
"493","229",30958,"RUTW","CONI",NA,NA,NA,NA,60,50,71,78,78,TRUE,1,1,78,"2021",71,"1",FALSE,1,0,62,NA,16,FALSE
"494","229",30958,"RUTW","CONI",NA,NA,NA,NA,60,50,71,78,78,TRUE,1,1,78,"2021",78,"1",TRUE,0,7,62,"1E",16,FALSE
"495","230",30959,"RUTW","LETE","29.76897","-93.16844",NA,NA,0,20,71,NA,NA,TRUE,7,1,NA,"2021",71,"1",NA,1,0,NA,NA,NA,FALSE
"496","230",30959,"RUTW","LETE","29.76897","-93.16844",NA,NA,0,20,71,NA,NA,TRUE,7,1,NA,"2021",78,"1",NA,0,7,NA,NA,NA,FALSE
"497","230",30959,"RUTW","LETE","29.76897","-93.16844",NA,NA,0,20,71,NA,NA,TRUE,7,1,NA,"2021",83,"0",NA,0,5,NA,NA,NA,TRUE
"498","231",30960,"RUTW","LETE","29.76737","-93.16323",NA,NA,0,0,71,NA,NA,TRUE,7,7,NA,"2021",71,"1",NA,1,0,NA,NA,NA,FALSE
"499","231",30960,"RUTW","LETE","29.76737","-93.16323",NA,NA,0,0,71,NA,NA,TRUE,7,7,NA,"2021",78,"1",NA,0,7,NA,NA,NA,FALSE
"500","231",30960,"RUTW","LETE","29.76737","-93.16323",NA,NA,0,0,71,NA,NA,TRUE,7,7,NA,"2021",83,"0",NA,0,5,NA,NA,NA,TRUE
"501","231",30960,"RUTW","LETE","29.76737","-93.16323",NA,NA,0,0,71,NA,NA,TRUE,7,7,NA,"2021",87,"0",NA,0,4,NA,NA,NA,FALSE
"502","231",30960,"RUTW","LETE","29.76737","-93.16323",NA,NA,0,0,71,NA,NA,TRUE,7,7,NA,"2021",91,"0",NA,0,4,NA,NA,NA,FALSE
"503","232",30961,"RUTW","LETE","29.76747","-93.16365",NA,NA,5,5,71,71,78,TRUE,7,2,71,"2021",71,"1",FALSE,1,0,NA,NA,NA,FALSE
"504","232",30961,"RUTW","LETE","29.76747","-93.16365",NA,NA,5,5,71,71,78,TRUE,7,2,71,"2021",78,"0",TRUE,0,7,NA,"0E",NA,FALSE
"505","233",30962,"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",71,"1",NA,1,0,75,NA,14,FALSE
"506","233",30962,"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",78,"1",NA,0,7,75,NA,14,FALSE
"507","233",30962,"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",83,"1",NA,0,5,75,NA,14,FALSE
"508","233",30962,"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",87,"1",NA,0,4,75,NA,14,FALSE
"509","233",30962,"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",91,"1",NA,0,4,75,NA,14,FALSE
"510","233",30962,"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",96,"0",NA,0,5,75,NA,14,FALSE
"511","234",30963,"RUTW","CONI","29.76216","-93.13599","fence",NA,5,5,71,74,74,TRUE,1,1,73,"2021",71,"1",FALSE,1,0,57,NA,16,FALSE
"512","234",30963,"RUTW","CONI","29.76216","-93.13599","fence",NA,5,5,71,74,74,TRUE,1,1,73,"2021",74,"1",TRUE,0,3,57,"hatch",16,FALSE
"513","235",30965,"RUTW","LETE","29.76767","-93.16182",NA,98,10,30,NA,NA,NA,TRUE,7,NA,NA,"2021",78,"1",NA,2,0,79,NA,NA,FALSE
"514","235",30965,"RUTW","LETE","29.76767","-93.16182",NA,98,10,30,NA,NA,NA,TRUE,7,NA,NA,"2021",83,"0",NA,0,5,79,NA,NA,TRUE
"515","235",30965,"RUTW","LETE","29.76767","-93.16182",NA,98,10,30,NA,NA,NA,TRUE,7,NA,NA,"2021",87,"0",NA,0,4,79,NA,NA,FALSE
"516","235",30965,"RUTW","LETE","29.76767","-93.16182",NA,98,10,30,NA,NA,NA,TRUE,7,NA,NA,"2021",91,"0",NA,0,4,79,NA,NA,FALSE
"517","236",30966,"RUTW","CONI","29.76154","-93.13396",NA,NA,0,0,NA,NA,NA,FALSE,5,NA,NA,"2021",78,"1",NA,1,0,NA,NA,NA,FALSE
"518","236",30966,"RUTW","CONI","29.76154","-93.13396",NA,NA,0,0,NA,NA,NA,FALSE,5,NA,NA,"2021",83,"0",NA,0,5,NA,NA,NA,FALSE
"519","236",30966,"RUTW","CONI","29.76154","-93.13396",NA,NA,0,0,NA,NA,NA,FALSE,5,NA,NA,"2021",91,"0",NA,0,8,NA,NA,NA,FALSE
"520","237",30967,"RUTW","LETE","29.76366","-93.14146",NA,NA,0,5,78,78,83,TRUE,7,NA,NA,"2021",78,"1",FALSE,1,0,NA,NA,NA,FALSE
"521","237",30967,"RUTW","LETE","29.76366","-93.14146",NA,NA,0,5,78,78,83,TRUE,7,NA,NA,"2021",83,"0",TRUE,0,5,NA,"0E",NA,FALSE
"522","238",30969,"RUTW","LETE","29.76982","-93.17140",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",78,"1",NA,2,0,NA,NA,NA,FALSE
"523","238",30969,"RUTW","LETE","29.76982","-93.17140",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",83,"0",NA,0,5,NA,NA,NA,TRUE
"524","238",30969,"RUTW","LETE","29.76982","-93.17140",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",87,"0",NA,0,4,NA,NA,NA,FALSE
"525","239",30970,"RUTW","LETE","29.76655","-93.15631",NA,98,30,30,78,83,87,TRUE,0,7,NA,"2021",78,"1",FALSE,1,0,79,NA,NA,FALSE
"526","239",30970,"RUTW","LETE","29.76655","-93.15631",NA,98,30,30,78,83,87,TRUE,0,7,NA,"2021",83,"1",FALSE,0,5,79,NA,NA,FALSE
"527","239",30970,"RUTW","LETE","29.76655","-93.15631",NA,98,30,30,78,83,87,TRUE,0,7,NA,"2021",87,"0",TRUE,0,4,79,"0E",NA,FALSE
"528","240",30971,"RUTE","LETE","29.75708","-93.11189","fenced",NA,NA,NA,86,86,91,TRUE,7,NA,NA,"2021",86,"1",FALSE,1,0,NA,NA,NA,FALSE
"529","240",30971,"RUTE","LETE","29.75708","-93.11189","fenced",NA,NA,NA,86,86,91,TRUE,7,NA,NA,"2021",91,"0",TRUE,0,5,NA,"0E",NA,FALSE
"530","241",30974,"RUTW","LETE","29.76669","-93.15719",NA,NA,30,30,NA,NA,NA,FALSE,7,NA,NA,"2021",91,"1",NA,3,0,NA,NA,NA,FALSE
"531","242",30975,"RUTW","LETE","29.76846","-93.16402","none",NA,NA,NA,NA,NA,NA,FALSE,7,NA,97,"2021",91,"1",NA,1,0,NA,NA,NA,FALSE
"532","242",30975,"RUTW","LETE","29.76846","-93.16402","none",NA,NA,NA,NA,NA,NA,FALSE,7,NA,97,"2021",96,"1",NA,0,5,NA,NA,NA,FALSE
"533","242",30975,"RUTW","LETE","29.76846","-93.16402","none",NA,NA,NA,NA,NA,NA,FALSE,7,NA,97,"2021",99,"0",NA,0,3,NA,NA,NA,FALSE
"534","243",30976,"RUTE","LETE","29.75948","-93.12218",NA,NA,0,0,NA,NA,NA,FALSE,7,NA,NA,"2021",103,"0",NA,1,0,NA,NA,NA,FALSE
"535","244",30977,"RUTE","LETE","29.75732","-93.11374",NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,NA,"2021",103,"0",NA,1,0,NA,NA,NA,FALSE
"536","245",30980,"RUTW","LETE","29.76318","-93.16948","none",NA,0,0,99,NA,NA,TRUE,2,NA,NA,"2021",99,"1",NA,3,0,NA,NA,NA,FALSE
"537","245",30980,"RUTW","LETE","29.76318","-93.16948","none",NA,0,0,99,NA,NA,TRUE,2,NA,NA,"2021",101,"0",NA,0,2,NA,NA,NA,FALSE
"538","246",30982,"RUTW","LETE","29.76858","-93.16501","none",NA,10,10,NA,NA,NA,FALSE,2,NA,NA,"2021",99,"1",NA,2,0,NA,NA,NA,FALSE
"539","246",30982,"RUTW","LETE","29.76858","-93.16501","none",NA,10,10,NA,NA,NA,FALSE,2,NA,NA,"2021",103,"0",NA,0,4,NA,NA,NA,FALSE
"540","248",NA,"RUTE","CONI","29.75739","-93.11522","fenced",NA,25,NA,NA,NA,NA,FALSE,1,NA,NA,"2021",40,"1",NA,NA,NA,NA,NA,NA,FALSE
"541","248",NA,"RUTE","CONI","29.75739","-93.11522","fenced",NA,25,NA,NA,NA,NA,FALSE,1,NA,NA,"2021",43,"1",NA,NA,NA,NA,NA,NA,FALSE
"542","248",NA,"RUTE","CONI","29.75739","-93.11522","fenced",NA,25,NA,NA,NA,NA,FALSE,1,NA,NA,"2021",49,"1",NA,NA,NA,NA,NA,NA,FALSE
"543","253",20005,"RUTW","LETE","29.76762","-93.16486","none",41,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",21,"1",FALSE,1,0,22,NA,NA,FALSE
"544","253",20005,"RUTW","LETE","29.76762","-93.16486","none",41,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",28,"0",TRUE,0,7,22,"fail",NA,FALSE
"545","254",20006,"RUTW","LETE","29.76767","-93.16515","none",42,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",21,"1",FALSE,1,0,23,NA,NA,FALSE
"546","254",20006,"RUTW","LETE","29.76767","-93.16515","none",42,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",28,"0",TRUE,0,7,23,"fail",NA,FALSE
"547","255",20007,"RUTW","LETE","29.76786","-93.16615","none",42,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",21,"1",FALSE,1,0,23,NA,NA,FALSE
"548","255",20007,"RUTW","LETE","29.76786","-93.16615","none",42,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",28,"0",TRUE,0,7,23,"fail",NA,FALSE
"549","256",20008,"RUTW","LETE","29.76837","-93.1684","none",41,NA,NA,21,21,28,FALSE,6,NA,NA,"2020",21,"1",FALSE,1,0,22,NA,NA,FALSE
"550","256",20008,"RUTW","LETE","29.76837","-93.1684","none",41,NA,NA,21,21,28,FALSE,6,NA,NA,"2020",28,"0",TRUE,0,7,22,"fail",NA,FALSE
"551","258",20200,"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",25,"1",FALSE,191,0,25,NA,20,FALSE
"552","258",20200,"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",28,"1",FALSE,0,3,25,NA,20,FALSE
"553","258",20200,"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",30,"1",FALSE,0,2,25,NA,20,FALSE
"554","258",20200,"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",32,"1",FALSE,0,2,25,NA,20,FALSE
"555","258",20200,"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",35,"1",FALSE,0,3,25,NA,20,FALSE
"556","258",20200,"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",37,"1",FALSE,0,2,25,NA,20,FALSE
"557","258",20200,"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",40,"1",FALSE,0,3,25,NA,20,FALSE
"558","258",20200,"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",42,"1",FALSE,0,2,25,NA,20,FALSE
"559","258",20200,"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",44,"1",TRUE,0,2,25,"hatch",20,FALSE
"560","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",25,"1",FALSE,1,0,26,NA,NA,FALSE
"561","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",28,"1",FALSE,0,3,26,NA,NA,FALSE
"562","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",30,"1",FALSE,0,2,26,NA,NA,FALSE
"563","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",32,"1",FALSE,0,2,26,NA,NA,FALSE
"564","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",35,"1",FALSE,0,3,26,NA,NA,FALSE
"565","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",37,"1",FALSE,0,2,26,NA,NA,FALSE
"566","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",40,"1",FALSE,0,3,26,NA,NA,FALSE
"567","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",42,"1",FALSE,0,2,26,NA,NA,FALSE
"568","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",44,"1",FALSE,0,2,26,NA,NA,FALSE
"569","259",20201,"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",45,"1",TRUE,0,1,26,"hatch",NA,FALSE
"570","260",20202,"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",25,"1",FALSE,1,0,24,NA,NA,FALSE
"571","260",20202,"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",28,"1",FALSE,0,3,24,NA,NA,FALSE
"572","260",20202,"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",30,"1",FALSE,0,2,24,NA,NA,FALSE
"573","260",20202,"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",32,"1",FALSE,0,2,24,NA,NA,FALSE
"574","260",20202,"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",35,"1",FALSE,0,3,24,NA,NA,FALSE
"575","260",20202,"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",37,"1",FALSE,0,2,24,NA,NA,FALSE
"576","260",20202,"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",40,"1",FALSE,0,3,24,NA,NA,FALSE
"577","260",20202,"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",42,"1",FALSE,0,2,24,NA,NA,FALSE
"578","260",20202,"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",44,"1",TRUE,0,2,24,"hatch",NA,FALSE
"579","261",20203,"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",25,"1",FALSE,1,0,22,NA,NA,FALSE
"580","261",20203,"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",28,"1",FALSE,0,3,22,NA,NA,FALSE
"581","261",20203,"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",30,"1",FALSE,0,2,22,NA,NA,FALSE
"582","261",20203,"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",32,"1",FALSE,0,2,22,NA,NA,FALSE
"583","261",20203,"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",35,"1",FALSE,0,3,22,NA,NA,FALSE
"584","261",20203,"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",37,"1",FALSE,0,2,22,NA,NA,FALSE
"585","261",20203,"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",40,"1",FALSE,0,3,22,NA,NA,FALSE
"586","261",20203,"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",42,"1",TRUE,0,2,22,"hatch",NA,FALSE
"587","262",20204,"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",25,"1",FALSE,1,0,23,NA,21,FALSE
"588","262",20204,"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",28,"1",FALSE,0,3,23,NA,21,FALSE
"589","262",20204,"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",30,"1",FALSE,0,2,23,NA,21,FALSE
