"site","species","lat","lon","prot","estHD","cov_1m","cov_5m","i","j","k","camera","final_fate","cam_fate","fate_date","year","season_day","status","last_obs","same_ID","obs_int","init_date","nest_age"
"RUTE","LETE","29.75647","-93.10923",NA,62,0,0,58,58,62,TRUE,8,7,NA,"2021",58,1,FALSE,3,0,43,NA
"RUTE","LETE","29.75647","-93.10923",NA,62,0,0,58,58,62,TRUE,8,7,NA,"2021",62,0,TRUE,0,4,43,NA
"RUTE","LETE","29.75785","-93.11749","fenced",NA,0,5,58,66,66,FALSE,1,NA,66,"2021",58,1,FALSE,1,0,47,19
"RUTE","LETE","29.75785","-93.11749","fenced",NA,0,5,58,66,66,FALSE,1,NA,66,"2021",62,1,FALSE,0,4,47,19
"RUTE","LETE","29.75785","-93.11749","fenced",NA,0,5,58,66,66,FALSE,1,NA,66,"2021",66,1,TRUE,0,4,47,19
"RUTE","LETE","29.75785","-93.11749","fenced",NA,0,5,58,66,66,FALSE,1,NA,66,"2021",69,0,FALSE,0,3,47,19
"RUTW","CONI","29.76039","-93.12978","none",NA,40,40,62,66,66,TRUE,1,1,66,"2021",62,1,FALSE,3,0,50,16
"RUTW","CONI","29.76039","-93.12978","none",NA,40,40,62,66,66,TRUE,1,1,66,"2021",66,1,TRUE,0,4,50,16
"RUTW","CONI","29.76039","-93.12978","none",NA,40,40,62,66,66,TRUE,1,1,66,"2021",71,0,FALSE,0,5,50,16
"RUTW","CONI","29.76373","-93.14383",NA,NA,30,30,62,62,66,TRUE,7,NA,NA,"2021",62,1,FALSE,1,0,NA,NA
"RUTW","CONI","29.76373","-93.14383",NA,NA,30,30,62,62,66,TRUE,7,NA,NA,"2021",66,0,TRUE,0,4,NA,NA
"RUTW","CONI","29.76373","-93.14383",NA,NA,30,30,62,62,66,TRUE,7,NA,NA,"2021",74,0,FALSE,0,8,NA,NA
"RUTW","LETE","29.76572","-93.15311",NA,NA,20,20,62,NA,NA,TRUE,7,7,NA,"2021",62,1,NA,1,0,NA,NA
"RUTW","LETE","29.76572","-93.15311",NA,NA,20,20,62,NA,NA,TRUE,7,7,NA,"2021",71,1,NA,0,9,NA,NA
"RUTW","LETE","29.76572","-93.15311",NA,NA,20,20,62,NA,NA,TRUE,7,7,NA,"2021",87,0,NA,0,16,NA,NA
"RUTW","CONI","29.76148","-93.13288",NA,NA,5,5,62,62,66,NA,0,NA,NA,"2021",62,1,FALSE,2,0,NA,NA
"RUTW","CONI","29.76148","-93.13288",NA,NA,5,5,62,62,66,NA,0,NA,NA,"2021",66,0,TRUE,0,4,NA,NA
"RUTE","CONI","29.75908","-93.11957","fenced",NA,90,80,62,66,66,TRUE,1,1,66,"2021",62,1,FALSE,1,0,50,16
"RUTE","CONI","29.75908","-93.11957","fenced",NA,90,80,62,66,66,TRUE,1,1,66,"2021",66,1,TRUE,0,4,50,16
"RUTE","CONI","29.75908","-93.11957","fenced",NA,90,80,62,66,66,TRUE,1,1,66,"2021",69,0,FALSE,0,3,50,16
"RUTE","CONI","29.75908","-93.11957","fenced",NA,90,80,62,66,66,TRUE,1,1,66,"2021",78,0,FALSE,0,9,50,16
"RUTE","CONI","29.75908","-93.11957","fenced",NA,90,80,62,66,66,TRUE,1,1,66,"2021",83,0,FALSE,0,5,50,16
"RUTE","LETE","29.75738","-93.11414",NA,NA,0,0,62,66,69,TRUE,7,2,54,"2021",62,1,FALSE,1,0,NA,NA
"RUTE","LETE","29.75738","-93.11414",NA,NA,0,0,62,66,69,TRUE,7,2,54,"2021",66,1,FALSE,0,4,NA,NA
"RUTE","LETE","29.75738","-93.11414",NA,NA,0,0,62,66,69,TRUE,7,2,54,"2021",69,0,TRUE,0,3,NA,NA
"RUTE","LETE","29.75650","-93.10919",NA,67,0,0,62,69,69,TRUE,1,1,69,"2021",62,1,FALSE,1,0,48,21
"RUTE","LETE","29.75650","-93.10919",NA,67,0,0,62,69,69,TRUE,1,1,69,"2021",66,1,FALSE,0,4,48,21
"RUTE","LETE","29.75650","-93.10919",NA,67,0,0,62,69,69,TRUE,1,1,69,"2021",69,1,TRUE,0,3,48,21
"RUTE","LETE","29.75650","-93.10919",NA,67,0,0,62,69,69,TRUE,1,1,69,"2021",78,0,FALSE,0,9,48,21
"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",66,1,NA,1,0,NA,NA
"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",69,1,NA,0,3,NA,NA
"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",74,1,NA,0,5,NA,NA
"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",78,0,NA,0,4,NA,NA
"RUTW","LETE","29.76571","-93.15208",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",83,0,NA,0,5,NA,NA
"RUTW","CONI","29.76652","-93.15691",NA,NA,60,60,66,71,71,TRUE,1,1,71,"2021",66,1,FALSE,1,0,55,16
"RUTW","CONI","29.76652","-93.15691",NA,NA,60,60,66,71,71,TRUE,1,1,71,"2021",69,1,FALSE,0,3,55,16
"RUTW","CONI","29.76652","-93.15691",NA,NA,60,60,66,71,71,TRUE,1,1,71,"2021",71,1,TRUE,0,2,55,16
"RUTW","CONI","29.76652","-93.15691",NA,NA,60,60,66,71,71,TRUE,1,1,71,"2021",74,0,FALSE,0,3,55,16
"RUTW","CONI","29.76652","-93.15691",NA,NA,60,60,66,71,71,TRUE,1,1,71,"2021",83,0,FALSE,0,9,55,16
"RUTW","CONI","29.76652","-93.15691",NA,NA,60,60,66,71,71,TRUE,1,1,71,"2021",87,0,FALSE,0,4,55,16
"RUTW","LETE","29.76789","-93.16046",NA,NA,0,0,NA,NA,NA,FALSE,8,NA,NA,"2021",66,1,NA,1,0,NA,NA
"RUTW","LETE","29.76789","-93.16046",NA,NA,0,0,NA,NA,NA,FALSE,8,NA,NA,"2021",71,1,NA,0,5,NA,NA
"RUTW","LETE","29.76789","-93.16046",NA,NA,0,0,NA,NA,NA,FALSE,8,NA,NA,"2021",74,0,NA,0,3,NA,NA
"RUTW","CONI",NA,NA,NA,NA,60,50,71,78,78,TRUE,1,1,78,"2021",71,1,FALSE,1,0,62,16
"RUTW","CONI",NA,NA,NA,NA,60,50,71,78,78,TRUE,1,1,78,"2021",78,1,TRUE,0,7,62,16
"RUTW","LETE","29.76897","-93.16844",NA,NA,0,20,71,NA,NA,TRUE,7,1,NA,"2021",71,1,NA,1,0,NA,NA
"RUTW","LETE","29.76897","-93.16844",NA,NA,0,20,71,NA,NA,TRUE,7,1,NA,"2021",78,1,NA,0,7,NA,NA
"RUTW","LETE","29.76737","-93.16323",NA,NA,0,0,71,NA,NA,TRUE,7,7,NA,"2021",71,1,NA,1,0,NA,NA
"RUTW","LETE","29.76737","-93.16323",NA,NA,0,0,71,NA,NA,TRUE,7,7,NA,"2021",78,1,NA,0,7,NA,NA
"RUTW","LETE","29.76737","-93.16323",NA,NA,0,0,71,NA,NA,TRUE,7,7,NA,"2021",87,0,NA,0,9,NA,NA
"RUTW","LETE","29.76737","-93.16323",NA,NA,0,0,71,NA,NA,TRUE,7,7,NA,"2021",91,0,NA,0,4,NA,NA
"RUTW","LETE","29.76747","-93.16365",NA,NA,5,5,71,71,78,TRUE,7,2,71,"2021",71,1,FALSE,1,0,NA,NA
"RUTW","LETE","29.76747","-93.16365",NA,NA,5,5,71,71,78,TRUE,7,2,71,"2021",78,0,TRUE,0,7,NA,NA
"RUTW","LETE","29.76747","-93.16365",NA,NA,5,5,71,71,78,TRUE,7,2,71,"2021",87,0,FALSE,0,9,NA,NA
"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",71,1,NA,1,0,75,14
"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",78,1,NA,0,7,75,14
"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",83,1,NA,0,5,75,14
"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",87,1,NA,0,4,75,14
"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",91,1,NA,0,4,75,14
"RUTW","CONI","29.76386","-93.14462",NA,91,10,10,NA,NA,NA,FALSE,1,NA,89,"2021",96,0,NA,0,5,75,14
"RUTW","CONI","29.76216","-93.13599","fence",NA,5,5,71,74,74,TRUE,1,1,73,"2021",71,1,FALSE,1,0,57,16
"RUTW","CONI","29.76216","-93.13599","fence",NA,5,5,71,74,74,TRUE,1,1,73,"2021",74,1,TRUE,0,3,57,16
"RUTW","CONI","29.76216","-93.13599","fence",NA,5,5,71,74,74,TRUE,1,1,73,"2021",78,0,FALSE,0,4,57,16
"RUTW","CONI","29.76216","-93.13599","fence",NA,5,5,71,74,74,TRUE,1,1,73,"2021",79,0,FALSE,0,1,57,16
"RUTW","CONI","29.76216","-93.13599","fence",NA,5,5,71,74,74,TRUE,1,1,73,"2021",80,0,FALSE,0,1,57,16
"RUTW","CONI","29.76216","-93.13599","fence",NA,5,5,71,74,74,TRUE,1,1,73,"2021",81,0,FALSE,0,1,57,16
"RUTW","CONI","29.76216","-93.13599","fence",NA,5,5,71,74,74,TRUE,1,1,73,"2021",82,0,FALSE,0,1,57,16
"RUTW","LETE","29.76767","-93.16182",NA,98,10,30,NA,NA,NA,TRUE,7,NA,NA,"2021",78,1,NA,2,0,79,NA
"RUTW","LETE","29.76767","-93.16182",NA,98,10,30,NA,NA,NA,TRUE,7,NA,NA,"2021",87,0,NA,0,9,79,NA
"RUTW","LETE","29.76767","-93.16182",NA,98,10,30,NA,NA,NA,TRUE,7,NA,NA,"2021",91,0,NA,0,4,79,NA
"RUTW","CONI","29.76154","-93.13396",NA,NA,0,0,NA,NA,NA,FALSE,5,NA,NA,"2021",78,1,NA,1,0,NA,NA
"RUTW","CONI","29.76154","-93.13396",NA,NA,0,0,NA,NA,NA,FALSE,5,NA,NA,"2021",83,0,NA,0,5,NA,NA
"RUTW","CONI","29.76154","-93.13396",NA,NA,0,0,NA,NA,NA,FALSE,5,NA,NA,"2021",91,0,NA,0,8,NA,NA
"RUTW","LETE","29.76366","-93.14146",NA,NA,0,5,78,78,83,TRUE,7,NA,NA,"2021",78,1,FALSE,1,0,NA,NA
"RUTW","LETE","29.76366","-93.14146",NA,NA,0,5,78,78,83,TRUE,7,NA,NA,"2021",83,0,TRUE,0,5,NA,NA
"RUTW","LETE","29.76982","-93.17140",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",78,1,NA,2,0,NA,NA
"RUTW","LETE","29.76982","-93.17140",NA,NA,0,0,NA,NA,NA,TRUE,7,NA,NA,"2021",87,0,NA,0,9,NA,NA
"RUTW","LETE","29.76655","-93.15631",NA,98,30,30,78,83,87,TRUE,0,7,NA,"2021",78,1,FALSE,1,0,79,NA
"RUTW","LETE","29.76655","-93.15631",NA,98,30,30,78,83,87,TRUE,0,7,NA,"2021",83,1,FALSE,0,5,79,NA
"RUTW","LETE","29.76655","-93.15631",NA,98,30,30,78,83,87,TRUE,0,7,NA,"2021",87,0,TRUE,0,4,79,NA
"RUTW","LETE","29.76655","-93.15631",NA,98,30,30,78,83,87,TRUE,0,7,NA,"2021",99,0,FALSE,0,12,79,NA
"RUTE","LETE","29.75708","-93.11189","fenced",NA,NA,NA,86,86,91,TRUE,7,NA,NA,"2021",86,1,FALSE,1,0,NA,NA
"RUTE","LETE","29.75708","-93.11189","fenced",NA,NA,NA,86,86,91,TRUE,7,NA,NA,"2021",91,0,TRUE,0,5,NA,NA
"RUTE","LETE","29.75708","-93.11189","fenced",NA,NA,NA,86,86,91,TRUE,7,NA,NA,"2021",101,0,FALSE,0,10,NA,NA
"RUTW","LETE","29.76669","-93.15719",NA,NA,30,30,NA,NA,NA,FALSE,7,NA,NA,"2021",91,1,NA,3,0,NA,NA
"RUTW","LETE","29.76846","-93.16402","none",NA,NA,NA,NA,NA,NA,FALSE,7,NA,97,"2021",91,1,NA,1,0,NA,NA
"RUTW","LETE","29.76846","-93.16402","none",NA,NA,NA,NA,NA,NA,FALSE,7,NA,97,"2021",96,1,NA,0,5,NA,NA
"RUTW","LETE","29.76846","-93.16402","none",NA,NA,NA,NA,NA,NA,FALSE,7,NA,97,"2021",99,0,NA,0,3,NA,NA
"RUTE","LETE","29.75948","-93.12218",NA,NA,0,0,NA,NA,NA,FALSE,7,NA,NA,"2021",103,0,NA,1,0,NA,NA
"RUTE","LETE","29.75732","-93.11374",NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,NA,"2021",103,0,NA,1,0,NA,NA
"RUTW","LETE","29.76318","-93.16948","none",NA,0,0,99,NA,NA,TRUE,2,NA,NA,"2021",99,1,NA,3,0,NA,NA
"RUTW","LETE","29.76318","-93.16948","none",NA,0,0,99,NA,NA,TRUE,2,NA,NA,"2021",101,0,NA,0,2,NA,NA
"RUTW","LETE","29.76858","-93.16501","none",NA,10,10,NA,NA,NA,FALSE,2,NA,NA,"2021",99,1,NA,2,0,NA,NA
"RUTW","LETE","29.76858","-93.16501","none",NA,10,10,NA,NA,NA,FALSE,2,NA,NA,"2021",103,0,NA,0,4,NA,NA
"RUTE","CONI","29.75739","-93.11522","fenced",NA,25,NA,NA,NA,NA,FALSE,1,NA,NA,"2021",43,1,NA,NA,NA,NA,NA
"RUTE","CONI","29.75739","-93.11522","fenced",NA,25,NA,NA,NA,NA,FALSE,1,NA,NA,"2021",49,1,NA,NA,NA,NA,NA
"RUTW","LETE","29.76762","-93.16486","none",41,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",21,1,FALSE,1,0,22,NA
"RUTW","LETE","29.76762","-93.16486","none",41,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",28,0,TRUE,0,7,22,NA
"RUTW","LETE","29.76767","-93.16515","none",42,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",21,1,FALSE,1,0,23,NA
"RUTW","LETE","29.76767","-93.16515","none",42,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",28,0,TRUE,0,7,23,NA
"RUTW","LETE","29.76786","-93.16615","none",42,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",21,1,FALSE,1,0,23,NA
"RUTW","LETE","29.76786","-93.16615","none",42,NA,NA,21,21,28,FALSE,3,NA,NA,"2020",28,0,TRUE,0,7,23,NA
"RUTW","LETE","29.76837","-93.1684","none",41,NA,NA,21,21,28,FALSE,6,NA,NA,"2020",21,1,FALSE,1,0,22,NA
"RUTW","LETE","29.76837","-93.1684","none",41,NA,NA,21,21,28,FALSE,6,NA,NA,"2020",28,0,TRUE,0,7,22,NA
"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",25,1,FALSE,191,0,25,20
"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",28,1,FALSE,0,3,25,20
"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",30,1,FALSE,0,2,25,20
"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",32,1,FALSE,0,2,25,20
"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",35,1,FALSE,0,3,25,20
"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",37,1,FALSE,0,2,25,20
"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",40,1,FALSE,0,3,25,20
"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",42,1,FALSE,0,2,25,20
"RUTE","CONI","29.75887","-93.12322","symbolic",41,NA,NA,25,44,44,TRUE,1,1,45,"2020",44,1,TRUE,0,2,25,20
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",25,1,FALSE,1,0,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",28,1,FALSE,0,3,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",30,1,FALSE,0,2,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",32,1,FALSE,0,2,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",35,1,FALSE,0,3,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",37,1,FALSE,0,2,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",40,1,FALSE,0,3,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",42,1,FALSE,0,2,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",44,1,FALSE,0,2,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",45,1,TRUE,0,1,26,NA
"RUTE","LETE","29.75883","-93.12302","symbolic",45,NA,NA,25,45,45,FALSE,1,NA,NA,"2020",47,0,FALSE,0,2,26,NA
"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",25,1,FALSE,1,0,24,NA
"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",28,1,FALSE,0,3,24,NA
"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",30,1,FALSE,0,2,24,NA
"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",32,1,FALSE,0,2,24,NA
"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",35,1,FALSE,0,3,24,NA
"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",37,1,FALSE,0,2,24,NA
"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",40,1,FALSE,0,3,24,NA
"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",42,1,FALSE,0,2,24,NA
"RUTE","LETE","29.75884","-93.12293","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",44,1,TRUE,0,2,24,NA
"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",25,1,FALSE,1,0,22,NA
"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",28,1,FALSE,0,3,22,NA
"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",30,1,FALSE,0,2,22,NA
"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",32,1,FALSE,0,2,22,NA
"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",35,1,FALSE,0,3,22,NA
"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",37,1,FALSE,0,2,22,NA
"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",40,1,FALSE,0,3,22,NA
"RUTE","LETE","29.75877","-93.1228","symbolic",41,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",42,1,TRUE,0,2,22,NA
"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",25,1,FALSE,1,0,23,21
"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",28,1,FALSE,0,3,23,21
"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",30,1,FALSE,0,2,23,21
"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",32,1,FALSE,0,2,23,21
"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",35,1,FALSE,0,3,23,21
"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",37,1,FALSE,0,2,23,21
"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",40,1,FALSE,0,3,23,21
"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",42,1,FALSE,0,2,23,21
"RUTE","LETE","29.75862","-93.12215","symbolic",42,NA,NA,25,42,44,TRUE,1,1,44,"2020",44,1,TRUE,0,2,23,21
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",25,1,FALSE,1,0,24,NA
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",28,1,FALSE,0,3,24,NA
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",30,1,FALSE,0,2,24,NA
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",32,1,FALSE,0,2,24,NA
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",35,1,FALSE,0,3,24,NA
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",37,1,FALSE,0,2,24,NA
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",40,1,FALSE,0,3,24,NA
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",42,1,FALSE,0,2,24,NA
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",44,1,TRUE,0,2,24,NA
"RUTE","LETE","29.75834","-93.12122","symbolic",43,NA,NA,25,44,44,FALSE,1,NA,NA,"2020",45,0,FALSE,0,1,24,NA
"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",25,1,FALSE,1,0,25,NA
"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",28,1,FALSE,0,3,25,NA
"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",30,1,FALSE,0,2,25,NA
"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",32,1,FALSE,0,2,25,NA
"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",35,1,FALSE,0,3,25,NA
"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",37,1,FALSE,0,2,25,NA
"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",40,1,FALSE,0,3,25,NA
"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",42,1,TRUE,0,2,25,NA
"RUTE","LETE","29.7584","-93.12078","none",45,NA,NA,25,28,30,FALSE,0,NA,NA,"2020",25,1,FALSE,1,0,26,NA
"RUTE","LETE","29.7584","-93.12078","none",45,NA,NA,25,28,30,FALSE,0,NA,NA,"2020",28,1,FALSE,0,3,26,NA
"RUTE","LETE","29.7584","-93.12078","none",45,NA,NA,25,28,30,FALSE,0,NA,NA,"2020",30,0,TRUE,0,2,26,NA
"RUTW","LETE","29.76727","-93.16257","none",44,NA,NA,28,30,32,FALSE,NA,NA,NA,"2020",28,1,FALSE,1,0,25,NA
"RUTW","LETE","29.76727","-93.16257","none",44,NA,NA,28,30,32,FALSE,NA,NA,NA,"2020",30,1,FALSE,0,2,25,NA
"RUTW","LETE","29.76727","-93.16257","none",44,NA,NA,28,30,32,FALSE,NA,NA,NA,"2020",32,0,TRUE,0,2,25,NA
"RUTW","LETE","29.76727","-93.1626","none",47,NA,NA,28,30,32,FALSE,NA,NA,NA,"2020",28,1,FALSE,1,0,28,NA
"RUTW","LETE","29.76727","-93.1626","none",47,NA,NA,28,30,32,FALSE,NA,NA,NA,"2020",30,1,FALSE,0,2,28,NA
"RUTW","LETE","29.76727","-93.1626","none",47,NA,NA,28,30,32,FALSE,NA,NA,NA,"2020",32,0,TRUE,0,2,28,NA
"RUTW","LETE","29.76726","-93.16264","none",46,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",28,1,FALSE,1,0,27,NA
"RUTW","LETE","29.76726","-93.16264","none",46,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",32,1,FALSE,0,4,27,NA
"RUTW","LETE","29.76726","-93.16264","none",46,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",35,0,TRUE,0,3,27,NA
"RUTW","LETE","29.7674","-93.16321","none",47,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",28,1,FALSE,1,0,28,NA
"RUTW","LETE","29.7674","-93.16321","none",47,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",32,1,FALSE,0,4,28,NA
"RUTW","LETE","29.7674","-93.16321","none",47,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",35,0,TRUE,0,3,28,NA
"RUTW","LETE","29.7676","-93.1645","none",45,NA,NA,28,32,35,FALSE,2,NA,NA,"2020",28,1,FALSE,1,0,26,NA
"RUTW","LETE","29.7676","-93.1645","none",45,NA,NA,28,32,35,FALSE,2,NA,NA,"2020",32,1,FALSE,0,4,26,NA
"RUTW","LETE","29.7676","-93.1645","none",45,NA,NA,28,32,35,FALSE,2,NA,NA,"2020",35,0,TRUE,0,3,26,NA
"RUTW","LETE","29.76786","-93.16589","none",41,NA,NA,28,28,32,FALSE,NA,NA,NA,"2020",28,1,FALSE,1,0,22,NA
"RUTW","LETE","29.76786","-93.16589","none",41,NA,NA,28,28,32,FALSE,NA,NA,NA,"2020",32,0,TRUE,0,4,22,NA
"RUTW","LETE","29.76802","-93.16669","none",43,NA,NA,28,28,30,FALSE,6,NA,NA,"2020",28,1,FALSE,1,0,24,NA
"RUTW","LETE","29.76802","-93.16669","none",43,NA,NA,28,28,30,FALSE,6,NA,NA,"2020",30,0,TRUE,0,2,24,NA
"RUTW","LETE","29.76821","-93.16761","none",44,NA,NA,28,32,35,FALSE,NA,NA,NA,"2020",28,1,FALSE,1,0,25,NA
