"","nest","site","species","lat","lon","prot","estHD","cov_1m","cov_5m","i","j","k","camera","final_fate","cam_fate","fate_date","year","season_day","status","last_obs","same_ID","obs_int","init_date","nest_age","final_obs","lost"
"158",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",53,"1",FALSE,0,5,36,NA,NA,FALSE
"159",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",55,"1",TRUE,0,2,36,NA,"0E",FALSE
"160",20244,"RUTE","LETE","29.75732","-93.11537","barbed wire",55,30,30,42,42,45,FALSE,6,NA,NA,"2020",42,"1",FALSE,1,0,36,NA,NA,FALSE
"161",20244,"RUTE","LETE","29.75732","-93.11537","barbed wire",55,30,30,42,42,45,FALSE,6,NA,NA,"2020",45,"0",TRUE,0,3,36,NA,"0E",FALSE
"162",20245,"RUTE","LETE","29.75735","-93.11519","barbed wire",52,30,30,42,42,45,FALSE,6,NA,NA,"2020",42,"1",FALSE,1,0,33,NA,NA,FALSE
"163",20245,"RUTE","LETE","29.75735","-93.11519","barbed wire",52,30,30,42,42,45,FALSE,6,NA,NA,"2020",45,"0",TRUE,0,3,33,NA,"0E",FALSE
"164",20246,"RUTE","LETE","29.75726","-93.11508","barbed wire",55,30,30,42,42,45,FALSE,6,NA,NA,"2020",42,"1",FALSE,1,0,36,NA,NA,FALSE
"165",20246,"RUTE","LETE","29.75726","-93.11508","barbed wire",55,30,30,42,42,45,FALSE,6,NA,NA,"2020",45,"0",TRUE,0,3,36,NA,"0E",FALSE
"166",20247,"RUTE","LETE","29.75699","-93.11359","barbed wire",NA,50,50,42,45,48,TRUE,4,NA,NA,"2020",42,"1",FALSE,1,0,NA,NA,NA,FALSE
"167",20247,"RUTE","LETE","29.75699","-93.11359","barbed wire",NA,50,50,42,45,48,TRUE,4,NA,NA,"2020",45,"1",FALSE,0,3,NA,NA,NA,FALSE
"168",20247,"RUTE","LETE","29.75699","-93.11359","barbed wire",NA,50,50,42,45,48,TRUE,4,NA,NA,"2020",48,"0",TRUE,0,3,NA,NA,"1E",FALSE
"169",20248,"RUTW","LETE","29.76405","-93.14787","signs",63,0,0,44,48,52,FALSE,3,NA,NA,"2020",44,"1",FALSE,1,0,44,NA,NA,FALSE
"170",20248,"RUTW","LETE","29.76405","-93.14787","signs",63,0,0,44,48,52,FALSE,3,NA,NA,"2020",48,"1",FALSE,0,4,44,NA,NA,FALSE
"171",20248,"RUTW","LETE","29.76405","-93.14787","signs",63,0,0,44,48,52,FALSE,3,NA,NA,"2020",52,"0",TRUE,0,4,44,NA,"0E",FALSE
"172",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",44,"1",FALSE,1,0,38,23,NA,FALSE
"173",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",48,"1",FALSE,0,4,38,23,NA,FALSE
"174",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",52,"1",FALSE,0,4,38,23,NA,FALSE
"175",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",53,"1",FALSE,0,1,38,23,NA,FALSE
"176",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",55,"1",FALSE,0,2,38,23,NA,FALSE
"177",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",57,"1",FALSE,0,2,38,23,NA,FALSE
"178",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",61,"1",TRUE,0,4,38,23,"2C",FALSE
"179",20250,"RUTW","LETE","29.76998","-93.17686","none",63,40,50,44,61,65,TRUE,1,1,65,"2020",44,"1",FALSE,1,0,44,21,NA,FALSE
"180",20250,"RUTW","LETE","29.76998","-93.17686","none",63,40,50,44,61,65,TRUE,1,1,65,"2020",49,"1",FALSE,0,5,44,21,NA,FALSE
"181",20250,"RUTW","LETE","29.76998","-93.17686","none",63,40,50,44,61,65,TRUE,1,1,65,"2020",53,"1",FALSE,0,4,44,21,NA,FALSE
"182",20250,"RUTW","LETE","29.76998","-93.17686","none",63,40,50,44,61,65,TRUE,1,1,65,"2020",57,"1",FALSE,0,4,44,21,NA,FALSE
"183",20250,"RUTW","LETE","29.76998","-93.17686","none",63,40,50,44,61,65,TRUE,1,1,65,"2020",61,"1",FALSE,0,4,44,21,NA,FALSE
"184",20250,"RUTW","LETE","29.76998","-93.17686","none",63,40,50,44,61,65,TRUE,1,1,65,"2020",65,"1",TRUE,0,4,44,21,"0E",FALSE
"185",20251,"RUTE","LETE","29.75889","-93.12251","barbed wire",66,10,20,48,70,70,TRUE,8,1,69,"2020",48,"1",FALSE,1,0,47,22,NA,FALSE
"186",20251,"RUTE","LETE","29.75889","-93.12251","barbed wire",66,10,20,48,70,70,TRUE,8,1,69,"2020",53,"1",FALSE,0,5,47,22,NA,FALSE
"187",20251,"RUTE","LETE","29.75889","-93.12251","barbed wire",66,10,20,48,70,70,TRUE,8,1,69,"2020",55,"1",FALSE,0,2,47,22,NA,FALSE
"188",20251,"RUTE","LETE","29.75889","-93.12251","barbed wire",66,10,20,48,70,70,TRUE,8,1,69,"2020",58,"1",FALSE,0,3,47,22,NA,FALSE
"189",20251,"RUTE","LETE","29.75889","-93.12251","barbed wire",66,10,20,48,70,70,TRUE,8,1,69,"2020",61,"1",FALSE,0,3,47,22,NA,FALSE
"190",20251,"RUTE","LETE","29.75889","-93.12251","barbed wire",66,10,20,48,70,70,TRUE,8,1,69,"2020",66,"1",FALSE,0,5,47,22,NA,FALSE
"191",20251,"RUTE","LETE","29.75889","-93.12251","barbed wire",66,10,20,48,70,70,TRUE,8,1,69,"2020",69,"1",FALSE,0,3,47,22,NA,FALSE
"192",20251,"RUTE","LETE","29.75889","-93.12251","barbed wire",66,10,20,48,70,70,TRUE,8,1,69,"2020",70,"0",TRUE,0,1,47,22,"0E",FALSE
"193",20252,"RUTE","LETE","29.75875","-93.12241","barbed wire",61,20,20,48,58,61,FALSE,1,NA,NA,"2020",48,"1",FALSE,1,0,42,NA,NA,FALSE
"194",20252,"RUTE","LETE","29.75875","-93.12241","barbed wire",61,20,20,48,58,61,FALSE,1,NA,NA,"2020",53,"1",FALSE,0,5,42,NA,NA,FALSE
"195",20252,"RUTE","LETE","29.75875","-93.12241","barbed wire",61,20,20,48,58,61,FALSE,1,NA,NA,"2020",55,"1",FALSE,0,2,42,NA,NA,FALSE
"196",20252,"RUTE","LETE","29.75875","-93.12241","barbed wire",61,20,20,48,58,61,FALSE,1,NA,NA,"2020",58,"1",FALSE,0,3,42,NA,NA,FALSE
"197",20252,"RUTE","LETE","29.75875","-93.12241","barbed wire",61,20,20,48,58,61,FALSE,1,NA,NA,"2020",61,"1",TRUE,0,3,42,NA,"0E",FALSE
"198",20254,"RUTW","LETE","29.76204","-93.13769","none",71,NA,NA,52,57,61,FALSE,5,NA,NA,"2020",52,"1",FALSE,1,0,52,NA,NA,FALSE
"199",20254,"RUTW","LETE","29.76204","-93.13769","none",71,NA,NA,52,57,61,FALSE,5,NA,NA,"2020",55,"1",FALSE,0,3,52,NA,NA,FALSE
"200",20254,"RUTW","LETE","29.76204","-93.13769","none",71,NA,NA,52,57,61,FALSE,5,NA,NA,"2020",57,"1",FALSE,0,2,52,NA,NA,FALSE
"201",20254,"RUTW","LETE","29.76204","-93.13769","none",71,NA,NA,52,57,61,FALSE,5,NA,NA,"2020",61,"0",TRUE,0,4,52,NA,"0E",FALSE
"202",20256,"RUTW","CONI","29.7638","-93.14429","none",62,80,80,44,61,61,TRUE,8,1,61,"2020",44,"1",FALSE,1,0,46,15,NA,FALSE
"203",20256,"RUTW","CONI","29.7638","-93.14429","none",62,80,80,44,61,61,TRUE,8,1,61,"2020",61,"0",TRUE,0,17,46,15,"0E",FALSE
"204",20257,"RUTW","CONI","29.76415","-93.14728","none",62,50,50,44,61,61,TRUE,1,1,60,"2020",44,"1",FALSE,1,0,46,14,NA,FALSE
"205",20257,"RUTW","CONI","29.76415","-93.14728","none",62,50,50,44,61,61,TRUE,1,1,60,"2020",57,"1",FALSE,0,13,46,14,NA,FALSE
"206",20257,"RUTW","CONI","29.76415","-93.14728","none",62,50,50,44,61,61,TRUE,1,1,60,"2020",61,"1",TRUE,0,4,46,14,"1C",FALSE
"207",20258,"RUTW","CONI","29.76683","-93.15771","none",NA,95,95,44,50,50,TRUE,1,1,50,"2020",44,"1",FALSE,1,0,34,16,NA,FALSE
"208",20258,"RUTW","CONI","29.76683","-93.15771","none",NA,95,95,44,50,50,TRUE,1,1,50,"2020",50,"1",TRUE,0,6,34,16,"1C",FALSE
"209",20259,"RUTW","CONI","29.76703","-93.1594","none",NA,95,80,44,44,44,TRUE,1,1,45,"2020",44,"1",TRUE,1,0,29,16,"1E",FALSE
"210",20260,"RUTW","CONI","29.76074","-93.13132","none",62,60,60,44,58,61,TRUE,8,4,61,"2020",44,"1",FALSE,1,0,46,15,NA,FALSE
"211",20260,"RUTW","CONI","29.76074","-93.13132","none",62,60,60,44,58,61,TRUE,8,4,61,"2020",58,"1",FALSE,0,14,46,15,NA,FALSE
"212",20260,"RUTW","CONI","29.76074","-93.13132","none",62,60,60,44,58,61,TRUE,8,4,61,"2020",61,"1",TRUE,0,3,46,15,"H",FALSE
"213",20261,"RUTW","LETE","29.76578","-93.15538","none",71,10,10,52,77,77,FALSE,1,NA,NA,"2020",52,"1",FALSE,1,0,52,NA,NA,FALSE
"214",20261,"RUTW","LETE","29.76578","-93.15538","none",71,10,10,52,77,77,FALSE,1,NA,NA,"2020",57,"1",FALSE,0,5,52,NA,NA,FALSE
"215",20261,"RUTW","LETE","29.76578","-93.15538","none",71,10,10,52,77,77,FALSE,1,NA,NA,"2020",61,"1",FALSE,0,4,52,NA,NA,FALSE
"216",20261,"RUTW","LETE","29.76578","-93.15538","none",71,10,10,52,77,77,FALSE,1,NA,NA,"2020",65,"1",FALSE,0,4,52,NA,NA,FALSE
"217",20261,"RUTW","LETE","29.76578","-93.15538","none",71,10,10,52,77,77,FALSE,1,NA,NA,"2020",70,"1",FALSE,0,5,52,NA,NA,FALSE
"218",20261,"RUTW","LETE","29.76578","-93.15538","none",71,10,10,52,77,77,FALSE,1,NA,NA,"2020",73,"1",FALSE,0,3,52,NA,NA,FALSE
"219",20261,"RUTW","LETE","29.76578","-93.15538","none",71,10,10,52,77,77,FALSE,1,NA,NA,"2020",77,"1",TRUE,0,4,52,NA,"0E",FALSE
"220",20262,"RUTE","LETE","29.75882","-93.12304","barbed wire",69,20,30,53,70,70,TRUE,1,NA,NA,"2020",53,"1",FALSE,1,0,50,NA,NA,FALSE
"221",20262,"RUTE","LETE","29.75882","-93.12304","barbed wire",69,20,30,53,70,70,TRUE,1,NA,NA,"2020",55,"1",FALSE,0,2,50,NA,NA,FALSE
"222",20262,"RUTE","LETE","29.75882","-93.12304","barbed wire",69,20,30,53,70,70,TRUE,1,NA,NA,"2020",58,"1",FALSE,0,3,50,NA,NA,FALSE
"223",20262,"RUTE","LETE","29.75882","-93.12304","barbed wire",69,20,30,53,70,70,TRUE,1,NA,NA,"2020",61,"1",FALSE,0,3,50,NA,NA,FALSE
"224",20262,"RUTE","LETE","29.75882","-93.12304","barbed wire",69,20,30,53,70,70,TRUE,1,NA,NA,"2020",66,"1",FALSE,0,5,50,NA,NA,FALSE
"225",20262,"RUTE","LETE","29.75882","-93.12304","barbed wire",69,20,30,53,70,70,TRUE,1,NA,NA,"2020",70,"1",TRUE,0,4,50,NA,"0E",FALSE
"226",20263,"RUTE","LETE","29.75842","-93.12095","barbed wire",69,10,20,53,70,70,TRUE,8,4,68,"2020",53,"1",FALSE,1,0,50,18,NA,FALSE
"227",20263,"RUTE","LETE","29.75842","-93.12095","barbed wire",69,10,20,53,70,70,TRUE,8,4,68,"2020",55,"1",FALSE,0,2,50,18,NA,FALSE
"228",20263,"RUTE","LETE","29.75842","-93.12095","barbed wire",69,10,20,53,70,70,TRUE,8,4,68,"2020",58,"1",FALSE,0,3,50,18,NA,FALSE
"229",20263,"RUTE","LETE","29.75842","-93.12095","barbed wire",69,10,20,53,70,70,TRUE,8,4,68,"2020",61,"1",FALSE,0,3,50,18,NA,FALSE
"230",20263,"RUTE","LETE","29.75842","-93.12095","barbed wire",69,10,20,53,70,70,TRUE,8,4,68,"2020",66,"1",FALSE,0,5,50,18,NA,FALSE
"231",20263,"RUTE","LETE","29.75842","-93.12095","barbed wire",69,10,20,53,70,70,TRUE,8,4,68,"2020",70,"0",TRUE,0,4,50,18,"0E",FALSE
"232",20264,"RUTE","LETE","29.7583","-93.12094","barbed wire",72,25,30,53,77,77,TRUE,8,1,76,"2020",53,"1",FALSE,1,0,53,23,NA,FALSE
"233",20264,"RUTE","LETE","29.7583","-93.12094","barbed wire",72,25,30,53,77,77,TRUE,8,1,76,"2020",58,"1",FALSE,0,5,53,23,NA,FALSE
"234",20264,"RUTE","LETE","29.7583","-93.12094","barbed wire",72,25,30,53,77,77,TRUE,8,1,76,"2020",61,"1",FALSE,0,3,53,23,NA,FALSE
"235",20264,"RUTE","LETE","29.7583","-93.12094","barbed wire",72,25,30,53,77,77,TRUE,8,1,76,"2020",66,"1",FALSE,0,5,53,23,NA,FALSE
"236",20264,"RUTE","LETE","29.7583","-93.12094","barbed wire",72,25,30,53,77,77,TRUE,8,1,76,"2020",70,"1",FALSE,0,4,53,23,NA,FALSE
"237",20264,"RUTE","LETE","29.7583","-93.12094","barbed wire",72,25,30,53,77,77,TRUE,8,1,76,"2020",73,"1",FALSE,0,3,53,23,NA,FALSE
"238",20264,"RUTE","LETE","29.7583","-93.12094","barbed wire",72,25,30,53,77,77,TRUE,8,1,76,"2020",77,"0",TRUE,0,4,53,23,"0E",FALSE
"239",20265,"RUTE","CONI","29.75715","-93.11642","none",63,60,80,53,66,66,FALSE,1,NA,NA,"2020",53,"1",FALSE,1,0,47,NA,NA,FALSE
"240",20265,"RUTE","CONI","29.75715","-93.11642","none",63,60,80,53,66,66,FALSE,1,NA,NA,"2020",58,"1",FALSE,0,5,47,NA,NA,FALSE
"241",20265,"RUTE","CONI","29.75715","-93.11642","none",63,60,80,53,66,66,FALSE,1,NA,NA,"2020",61,"1",FALSE,0,3,47,NA,NA,FALSE
"242",20265,"RUTE","CONI","29.75715","-93.11642","none",63,60,80,53,66,66,FALSE,1,NA,NA,"2020",66,"1",TRUE,0,5,47,NA,"1C",FALSE
"243",20266,"RUTE","CONI","29.75683","-93.11497","none",69,70,80,53,73,75,TRUE,8,1,75,"2020",53,"1",FALSE,1,0,53,22,NA,FALSE
"244",20266,"RUTE","CONI","29.75683","-93.11497","none",69,70,80,53,73,75,TRUE,8,1,75,"2020",58,"1",FALSE,0,5,53,22,NA,FALSE
"245",20266,"RUTE","CONI","29.75683","-93.11497","none",69,70,80,53,73,75,TRUE,8,1,75,"2020",61,"1",FALSE,0,3,53,22,NA,FALSE
"246",20266,"RUTE","CONI","29.75683","-93.11497","none",69,70,80,53,73,75,TRUE,8,1,75,"2020",66,"1",FALSE,0,5,53,22,NA,FALSE
"247",20266,"RUTE","CONI","29.75683","-93.11497","none",69,70,80,53,73,75,TRUE,8,1,75,"2020",70,"1",FALSE,0,4,53,22,NA,FALSE
"248",20266,"RUTE","CONI","29.75683","-93.11497","none",69,70,80,53,73,75,TRUE,8,1,75,"2020",73,"1",FALSE,0,3,53,22,NA,FALSE
"249",20266,"RUTE","CONI","29.75683","-93.11497","none",69,70,80,53,73,75,TRUE,8,1,75,"2020",75,"0",TRUE,0,2,53,22,"0E",FALSE
"250",20268,"RUTW","CONI","29.7628","-93.14149","signs",68,95,95,57,65,70,FALSE,4,NA,NA,"2020",57,"1",FALSE,1,0,52,NA,NA,FALSE
"251",20268,"RUTW","CONI","29.7628","-93.14149","signs",68,95,95,57,65,70,FALSE,4,NA,NA,"2020",61,"1",FALSE,0,4,52,NA,NA,FALSE
"252",20268,"RUTW","CONI","29.7628","-93.14149","signs",68,95,95,57,65,70,FALSE,4,NA,NA,"2020",65,"1",FALSE,0,4,52,NA,NA,FALSE
"253",20268,"RUTW","CONI","29.7628","-93.14149","signs",68,95,95,57,65,70,FALSE,4,NA,NA,"2020",70,"0",TRUE,0,5,52,NA,"1E",FALSE
"254",20269,"RUTW","LETE","29.76437","-93.14863","symbolic",72,40,40,57,73,73,TRUE,1,1,72,"2020",57,"1",FALSE,1,0,53,19,NA,FALSE
"255",20269,"RUTW","LETE","29.76437","-93.14863","symbolic",72,40,40,57,73,73,TRUE,1,1,72,"2020",61,"1",FALSE,0,4,53,19,NA,FALSE
"256",20269,"RUTW","LETE","29.76437","-93.14863","symbolic",72,40,40,57,73,73,TRUE,1,1,72,"2020",65,"1",FALSE,0,4,53,19,NA,FALSE
"257",20269,"RUTW","LETE","29.76437","-93.14863","symbolic",72,40,40,57,73,73,TRUE,1,1,72,"2020",70,"1",FALSE,0,5,53,19,NA,FALSE
"258",20269,"RUTW","LETE","29.76437","-93.14863","symbolic",72,40,40,57,73,73,TRUE,1,1,72,"2020",73,"1",TRUE,0,3,53,19,"1C",FALSE
"259",20270,"RUTW","CONI","29.76447","-93.14885","symbolic",70,70,70,57,61,65,FALSE,5,NA,NA,"2020",57,"1",FALSE,1,0,54,NA,NA,FALSE
"260",20270,"RUTW","CONI","29.76447","-93.14885","symbolic",70,70,70,57,61,65,FALSE,5,NA,NA,"2020",61,"1",FALSE,0,4,54,NA,NA,FALSE
"261",20270,"RUTW","CONI","29.76447","-93.14885","symbolic",70,70,70,57,61,65,FALSE,5,NA,NA,"2020",65,"0",TRUE,0,4,54,NA,"0E",FALSE
"262",20271,"RUTW","LETE","29.76575","-93.15513","none",76,5,10,57,57,61,FALSE,6,NA,NA,"2020",57,"1",FALSE,1,0,57,NA,NA,FALSE
"263",20271,"RUTW","LETE","29.76575","-93.15513","none",76,5,10,57,57,61,FALSE,6,NA,NA,"2020",61,"1",TRUE,0,4,57,NA,"1E",FALSE
"264",20273,"RUTE","LETE","29.75889","-93.12302","barbed wire",71,40,40,58,73,73,FALSE,1,NA,NA,"2020",58,"1",FALSE,1,0,52,NA,NA,FALSE
"265",20273,"RUTE","LETE","29.75889","-93.12302","barbed wire",71,40,40,58,73,73,FALSE,1,NA,NA,"2020",61,"1",FALSE,0,3,52,NA,NA,FALSE
"266",20273,"RUTE","LETE","29.75889","-93.12302","barbed wire",71,40,40,58,73,73,FALSE,1,NA,NA,"2020",66,"1",FALSE,0,5,52,NA,NA,FALSE
"267",20273,"RUTE","LETE","29.75889","-93.12302","barbed wire",71,40,40,58,73,73,FALSE,1,NA,NA,"2020",70,"1",FALSE,0,4,52,NA,NA,FALSE
"268",20273,"RUTE","LETE","29.75889","-93.12302","barbed wire",71,40,40,58,73,73,FALSE,1,NA,NA,"2020",73,"1",TRUE,0,3,52,NA,"2C",FALSE
"269",20276,"RUTE","CONI","29.75903","-93.12378","barbed wire",71,75,75,61,73,73,TRUE,1,1,74,"2020",61,"1",FALSE,1,0,55,19,NA,FALSE
"270",20276,"RUTE","CONI","29.75903","-93.12378","barbed wire",71,75,75,61,73,73,TRUE,1,1,74,"2020",66,"1",FALSE,0,5,55,19,NA,FALSE
"271",20276,"RUTE","CONI","29.75903","-93.12378","barbed wire",71,75,75,61,73,73,TRUE,1,1,74,"2020",70,"1",FALSE,0,4,55,19,NA,FALSE
"272",20276,"RUTE","CONI","29.75903","-93.12378","barbed wire",71,75,75,61,73,73,TRUE,1,1,74,"2020",73,"1",TRUE,0,3,55,19,"1E",FALSE
"273",20277,"RUTE","LETE","29.75877","-93.12222","barbed wire",74,50,50,61,61,66,FALSE,0,NA,NA,"2020",61,"1",FALSE,1,0,55,NA,NA,FALSE
"274",20277,"RUTE","LETE","29.75877","-93.12222","barbed wire",74,50,50,61,61,66,FALSE,0,NA,NA,"2020",66,"0",TRUE,0,5,55,NA,"0E",FALSE
"275",20278,"RUTW","LETE","29.77043","-93.17625","none",79,30,75,65,65,70,FALSE,6,NA,NA,"2020",65,"1",FALSE,1,0,60,NA,NA,FALSE
"276",20278,"RUTW","LETE","29.77043","-93.17625","none",79,30,75,65,65,70,FALSE,6,NA,NA,"2020",70,"0",TRUE,0,5,60,NA,"0E",FALSE
"277",20279,"RUTW","LETE","29.77048","-93.17648","none",81,30,75,65,65,70,FALSE,6,NA,NA,"2020",65,"1",FALSE,1,0,62,NA,NA,FALSE
"278",20279,"RUTW","LETE","29.77048","-93.17648","none",81,30,75,65,65,70,FALSE,6,NA,NA,"2020",70,"0",TRUE,0,5,62,NA,"0E",FALSE
"279",20280,"RUTW","LETE","29.7705","-93.17656","none",81,30,75,65,65,70,FALSE,6,NA,NA,"2020",65,"1",FALSE,1,0,62,NA,NA,FALSE
"280",20280,"RUTW","LETE","29.7705","-93.17656","none",81,30,75,65,65,70,FALSE,6,NA,NA,"2020",70,"0",TRUE,0,5,62,NA,"0E",FALSE
"281",20281,"RUTW","LETE","29.76577","-93.1554","none",81,20,20,65,77,81,TRUE,7,NA,NA,"2020",65,"1",FALSE,1,0,62,NA,NA,FALSE
"282",20281,"RUTW","LETE","29.76577","-93.1554","none",81,20,20,65,77,81,TRUE,7,NA,NA,"2020",70,"1",FALSE,0,5,62,NA,NA,FALSE
"283",20281,"RUTW","LETE","29.76577","-93.1554","none",81,20,20,65,77,81,TRUE,7,NA,NA,"2020",73,"1",FALSE,0,3,62,NA,NA,FALSE
"284",20281,"RUTW","LETE","29.76577","-93.1554","none",81,20,20,65,77,81,TRUE,7,NA,NA,"2020",77,"1",FALSE,0,4,62,NA,NA,FALSE
"285",20281,"RUTW","LETE","29.76577","-93.1554","none",81,20,20,65,77,81,TRUE,7,NA,NA,"2020",81,"0",TRUE,0,4,62,NA,"0E",FALSE
"286",20282,"RUTW","LETE","29.76572","-93.15539","none",78,20,20,65,65,70,FALSE,5,NA,NA,"2020",65,"1",FALSE,1,0,59,NA,NA,FALSE
"287",20282,"RUTW","LETE","29.76572","-93.15539","none",78,20,20,65,65,70,FALSE,5,NA,NA,"2020",70,"0",TRUE,0,5,59,NA,"0E",FALSE
"288",20298,"RUTW","LETE","29.7622","-93.13832","none",75,35,40,70,78,78,FALSE,1,NA,NA,"2020",70,"1",FALSE,1,0,56,NA,NA,FALSE
"289",20298,"RUTW","LETE","29.7622","-93.13832","none",75,35,40,70,78,78,FALSE,1,NA,NA,"2020",73,"1",FALSE,0,3,56,NA,NA,FALSE
"290",20298,"RUTW","LETE","29.7622","-93.13832","none",75,35,40,70,78,78,FALSE,1,NA,NA,"2020",77,"1",FALSE,0,4,56,NA,NA,FALSE
"291",20298,"RUTW","LETE","29.7622","-93.13832","none",75,35,40,70,78,78,FALSE,1,NA,NA,"2020",78,"1",TRUE,0,1,56,NA,"2E",FALSE
"292",20299,"RUTW","LETE","29.76573","-93.15522","none",90,20,40,70,81,83,TRUE,4,4,83,"2020",70,"1",FALSE,1,0,71,12,NA,FALSE
"293",20299,"RUTW","LETE","29.76573","-93.15522","none",90,20,40,70,81,83,TRUE,4,4,83,"2020",73,"1",FALSE,0,3,71,12,NA,FALSE
"294",20299,"RUTW","LETE","29.76573","-93.15522","none",90,20,40,70,81,83,TRUE,4,4,83,"2020",77,"1",FALSE,0,4,71,12,NA,FALSE
"295",20299,"RUTW","LETE","29.76573","-93.15522","none",90,20,40,70,81,83,TRUE,4,4,83,"2020",81,"1",FALSE,0,4,71,12,NA,FALSE
"296",20299,"RUTW","LETE","29.76573","-93.15522","none",90,20,40,70,81,83,TRUE,4,4,83,"2020",83,"0",TRUE,0,2,71,12,"1E",FALSE
"297",20300,"RUTW","CONI","29.77034","-93.17373","none",NA,90,90,46,46,46,TRUE,1,1,47,"2020",46,"1",TRUE,-304,0,31,16,"1E",FALSE
"298",20301,"RUTW","CONI","29.76837","-93.16584","none",59,80,80,46,57,59,TRUE,0,6,63,"2020",46,"1",FALSE,1,0,43,20,NA,FALSE
"299",20301,"RUTW","CONI","29.76837","-93.16584","none",59,80,80,46,57,59,TRUE,0,6,63,"2020",52,"1",FALSE,0,6,43,20,NA,FALSE
"300",20301,"RUTW","CONI","29.76837","-93.16584","none",59,80,80,46,57,59,TRUE,0,6,63,"2020",57,"1",FALSE,0,5,43,20,NA,FALSE
"301",20301,"RUTW","CONI","29.76837","-93.16584","none",59,80,80,46,57,59,TRUE,0,6,63,"2020",59,"1",TRUE,0,2,43,20,"1E",FALSE
"302",20303,"RUTW","LETE","29.76865","-93.16969","none",NA,25,40,49,49,52,TRUE,6,6,52,"2020",49,"1",FALSE,2,0,NA,NA,NA,FALSE
"303",20303,"RUTW","LETE","29.76865","-93.16969","none",NA,25,40,49,49,52,TRUE,6,6,52,"2020",52,"0",TRUE,0,3,NA,NA,"0E",FALSE
"304",20304,"RUTW","LETE","29.77","-93.17712","none",NA,70,70,49,57,57,TRUE,1,1,56,"2020",49,"1",FALSE,1,0,37,19,NA,FALSE
"305",20304,"RUTW","LETE","29.77","-93.17712","none",NA,70,70,49,57,57,TRUE,1,1,56,"2020",57,"1",TRUE,0,8,37,19,"1C",FALSE
"306",20305,"RUTW","CONI","29.76772","-93.16209","none",NA,80,80,49,NA,NA,TRUE,8,1,60,"2020",49,"1",NA,1,0,NA,NA,NA,FALSE
"307",20305,"RUTW","CONI","29.76772","-93.16209","none",NA,80,80,49,NA,NA,TRUE,8,1,60,"2020",57,"1",NA,0,8,NA,NA,NA,FALSE
"308",20305,"RUTW","CONI","29.76772","-93.16209","none",NA,80,80,49,NA,NA,TRUE,8,1,60,"2020",58,"1",NA,0,1,NA,NA,NA,FALSE
"309",20305,"RUTW","CONI","29.76772","-93.16209","none",NA,80,80,49,NA,NA,TRUE,8,1,60,"2020",59,"1",NA,0,1,NA,NA,NA,FALSE
"310",20317,"RUTW","CONI","29.77086","-93.17677",NA,NA,NA,NA,53,67,67,TRUE,1,1,68,"2020",53,"1",FALSE,12,0,52,16,NA,FALSE
"311",20317,"RUTW","CONI","29.77086","-93.17677",NA,NA,NA,NA,53,67,67,TRUE,1,1,68,"2020",57,"1",FALSE,0,4,52,16,NA,FALSE
"312",20317,"RUTW","CONI","29.77086","-93.17677",NA,NA,NA,NA,53,67,67,TRUE,1,1,68,"2020",63,"1",FALSE,0,6,52,16,NA,FALSE
"313",20317,"RUTW","CONI","29.77086","-93.17677",NA,NA,NA,NA,53,67,67,TRUE,1,1,68,"2020",67,"1",TRUE,0,4,52,16,"2C",FALSE
"314",20318,"RUTE","CONI","29.75659","-93.1143",NA,66,70,70,53,75,75,TRUE,8,1,76,"2020",53,"1",FALSE,1,0,50,26,NA,FALSE
"315",20318,"RUTE","CONI","29.75659","-93.1143",NA,66,70,70,53,75,75,TRUE,8,1,76,"2020",61,"1",FALSE,0,8,50,26,NA,FALSE
"316",20318,"RUTE","CONI","29.75659","-93.1143",NA,66,70,70,53,75,75,TRUE,8,1,76,"2020",66,"1",FALSE,0,5,50,26,NA,FALSE
"317",20318,"RUTE","CONI","29.75659","-93.1143",NA,66,70,70,53,75,75,TRUE,8,1,76,"2020",75,"1",TRUE,0,9,50,26,"1C",FALSE
"318",20319,"RUTE","CONI","29.75633","-93.11217",NA,64,90,90,53,NA,NA,FALSE,7,NA,NA,"2020",53,"1",NA,1,0,48,NA,NA,FALSE
"319",20319,"RUTE","CONI","29.75633","-93.11217",NA,64,90,90,53,NA,NA,FALSE,7,NA,NA,"2020",57,"1",NA,0,4,48,NA,NA,FALSE
